-29.207500	-32.8864
-28.465000	-32.8938
-27.691900	-32.9214
-26.998200	-32.9788
-26.362400	-33.046
-25.787900	-33.1277
-25.255300	-33.2201
-24.745500	-33.3188
-24.250100	-33.4149
-23.781300	-33.5026
-23.366800	-33.5852
-23.015800	-33.6669
-22.706700	-33.7455
-22.418200	-33.825
-22.142900	-33.9207
-21.887200	-34.0411
-21.673800	-34.1858
-21.509600	-34.3416
-21.367600	-34.4814
-21.227900	-34.5964
-21.094300	-34.7034
-20.972500	-34.8095
-20.864000	-34.9094
-20.766100	-34.9949
-20.669400	-35.0537
-20.571800	-35.0842
-20.479000	-35.0947
-20.391000	-35.0886
-20.309000	-35.0752
-20.238800	-35.0703
-20.190400	-35.0855
-20.167800	-35.1153
-20.155500	-35.1325
-20.138300	-35.1208
-20.116300	-35.0831
-20.102000	-35.032
-20.123700	-34.9942
-20.191600	-34.977
-20.276600	-34.9573
-20.347800	-34.9206
-20.390000	-34.8645
-20.406100	-34.794
-20.426700	-34.7321
-20.488600	-34.7038
-20.609100	-34.7179
-20.779800	-34.7647
-20.963400	-34.8235
-21.121800	-34.8744
-21.258100	-34.9134
-21.409200	-34.9528
-21.605900	-35.0018
-21.841400	-35.0467
-22.075000	-35.0636
-22.279200	-35.0479
-22.469300	-35.0183
-22.681000	-35.0035
-22.940300	-35.029
-23.243100	-35.0931
-23.561700	-35.1693
-23.879300	-35.2417
-24.196300	-35.311
-24.517100	-35.3841
-24.853700	-35.4746
-25.219000	-35.588
-25.601900	-35.7045
-25.969300	-35.7881
-26.307200	-35.8157
-26.643600	-35.7955
-27.030400	-35.7501
-27.517800	-35.693
-28.129300	-35.6272
-28.837000	-35.5415
-29.588600	-35.4209
-30.359300	-35.2718
-31.147100	-35.1055
-31.946500	-34.9211
-32.750600	-34.7226
-33.540500	-34.5187
-34.282500	-34.3192
-34.954200	-34.1385
-35.550400	-33.9811
-36.069400	-33.8379
-36.519200	-33.7021
-36.914200	-33.5737
-37.253600	-33.451
-37.521400	-33.3305
-37.704400	-33.2102
-37.800300	-33.0824
-37.822300	-32.9394
-37.791100	-32.7902
-37.723700	-32.6458
-37.624700	-32.4967
-37.495800	-32.329
-37.357000	-32.1368
-37.220000	-31.9116
-37.061200	-31.6518
-36.860200	-31.3615
-36.623100	-31.0216
-36.369900	-30.6051
-36.143600	-30.1213
-35.987200	-29.6083
-35.897500	-29.0925
-35.838800	-28.5736
-35.780400	-28.0305
-35.706900	-27.4439
-35.625000	-26.8257
-35.558300	-26.2011
-35.519200	-25.5698
-35.499000	-24.9142
-35.483600	-24.2305
-35.465300	-23.5332
-35.443800	-22.8414
-35.427400	-22.1671
-35.428200	-21.5047
-35.446200	-20.8401
-35.472700	-20.1775
-35.511100	-19.5326
-35.567900	-18.9036
-35.628800	-18.2808
-35.672200	-17.6652
-35.683300	-17.0608
-35.656800	-16.4768
-35.610800	-15.9282
-35.575300	-15.4161
-35.570500	-14.9385
-35.610900	-14.5041
-35.700200	-14.1088
-35.822500	-13.7358
-35.949100	-13.3758
-36.053700	-13.0192
-36.126300	-12.6586
