-29.2075	-32.8864
-28.465	-32.8938
-27.6919	-32.9214
-26.9982	-32.9788
-26.3624	-33.046
-25.7879	-33.1277
-25.2553	-33.2201
-24.7455	-33.3188
-24.2501	-33.4149
-23.7813	-33.5026
-23.3668	-33.5852
-23.0158	-33.6669
-22.7067	-33.7455
-22.4182	-33.825
-22.1429	-33.9207
-21.8872	-34.0411
-21.6738	-34.1858
-21.5096	-34.3416
-21.3676	-34.4814
-21.2279	-34.5964
-21.0943	-34.7034
-20.9725	-34.8095
-20.864	-34.9094
-20.7661	-34.9949
-20.6694	-35.0537
-20.5718	-35.0842
-20.479	-35.0947
-20.391	-35.0886
-20.309	-35.0752
-20.2388	-35.0703
-20.1904	-35.0855
-20.1678	-35.1153
-20.1555	-35.1325
-20.1383	-35.1208
-20.1163	-35.0831
-20.102	-35.032
-20.1237	-34.9942
-20.1916	-34.977
-20.2766	-34.9573
-20.3478	-34.9206
-20.39	-34.8645
-20.4061	-34.794
-20.4267	-34.7321
-20.4886	-34.7038
-20.6091	-34.7179
-20.7798	-34.7647
-20.9634	-34.8235
-21.1218	-34.8744
-21.2581	-34.9134
-21.4092	-34.9528
-21.6059	-35.0018
-21.8414	-35.0467
-22.075	-35.0636
-22.2792	-35.0479
-22.4693	-35.0183
-22.681	-35.0035
-22.9403	-35.029
-23.2431	-35.0931
-23.5617	-35.1693
-23.8793	-35.2417
-24.1963	-35.311
-24.5171	-35.3841
-24.8537	-35.4746
-25.219	-35.588
-25.6019	-35.7045
-25.9693	-35.7881
-26.3072	-35.8157
-26.6436	-35.7955
-27.0304	-35.7501
-27.5178	-35.693
-28.1293	-35.6272
-28.837	-35.5415
-29.5886	-35.4209
-30.3593	-35.2718
-31.1471	-35.1055
-31.9465	-34.9211
-32.7506	-34.7226
-33.5405	-34.5187
-34.2825	-34.3192
-34.9542	-34.1385
-35.5504	-33.9811
-36.0694	-33.8379
-36.5192	-33.7021
-36.9142	-33.5737
-37.2536	-33.451
-37.5214	-33.3305
-37.7044	-33.2102
-37.8003	-33.0824
-37.8223	-32.9394
-37.7911	-32.7902
-37.7237	-32.6458
-37.6247	-32.4967
-37.4958	-32.329
-37.357	-32.1368
-37.22	-31.9116
-37.0612	-31.6518
-36.8602	-31.3615
-36.6231	-31.0216
-36.3699	-30.6051
-36.1436	-30.1213
-35.9872	-29.6083
-35.8975	-29.0925
-35.8388	-28.5736
-35.7804	-28.0305
-35.7069	-27.4439
-35.625	-26.8257
-35.5583	-26.2011
-35.5192	-25.5698
-35.499	-24.9142
-35.4836	-24.2305
-35.4653	-23.5332
-35.4438	-22.8414
-35.4274	-22.1671
-35.4282	-21.5047
-35.4462	-20.8401
-35.4727	-20.1775
-35.5111	-19.5326
-35.5679	-18.9036
-35.6288	-18.2808
-35.6722	-17.6652
-35.6833	-17.0608
-35.6568	-16.4768
-35.6108	-15.9282
-35.5753	-15.4161
-35.5705	-14.9385
-35.6109	-14.5041
-35.7002	-14.1088
-35.8225	-13.7358
-35.9491	-13.3758
-36.0537	-13.0192
-36.1263	-12.6586
-36.1792	-12.3028
-36.2382	-11.971
-36.3249	-11.6854
-36.4484	-11.4681
-36.5961	-11.3185
-36.7446	-11.2124
-36.8899	-11.1333
-37.0295	-11.0687
-37.1536	-11.0022
-37.2611	-10.9327
-37.345	-10.8769
-37.4073	-10.8628
-37.4708	-10.9198
-37.556	-11.0615
-37.6764	-11.2819
-37.831	-11.5583
-37.9909	-11.8653
-38.1265	-12.1857
-38.2279	-12.5122
-38.3034	-12.8558
-38.3923	-13.2446
-38.5401	-13.7044
-38.7607	-14.2443
-39.0376	-14.8546
-39.3407	-15.5114
-39.6355	-16.1748
-39.8891	-16.7988
-40.0918	-17.3691
-40.2638	-17.9129
-40.4359	-18.4716
-40.6373	-19.0748
-40.8776	-19.7198
-41.1371	-20.3765
-41.3732	-21.0072
-41.5427	-21.584
-41.6415	-22.1039
-41.6978	-22.5777
-41.7315	-23.0142
-41.7572	-23.447
-41.781	-23.9269
-41.7856	-24.4602
-41.7639	-25.0126
-41.7266	-25.5468
-41.6631	-26.019
-41.5579	-26.4069
-41.4055	-26.7343
-41.1972	-27.0291
-40.9523	-27.3149
-40.7143	-27.6248
-40.5018	-27.9692
-40.3149	-28.3341
-40.147	-28.7066
-39.9835	-29.086
-39.8138	-29.4931
-39.6175	-29.9407
-39.3667	-30.3978
-39.0552	-30.8174
-38.6958	-31.1748
-38.3181	-31.4734
-37.9624	-31.7361
-37.6445	-31.9829
-37.351	-32.2188
-37.0694	-32.4474
-36.7977	-32.6749
-36.5431	-32.8982
-36.3072	-33.1023
-36.0737	-33.2696
-35.8244	-33.3967
-35.5547	-33.5028
-35.2762	-33.6144
-35.008	-33.7433
-34.7567	-33.8787
-34.5113	-33.9943
-34.2557	-34.0686
-33.9795	-34.1019
-33.6945	-34.1061
-33.4308	-34.093
-33.1963	-34.0786
-32.9652	-34.0727
-32.7043	-34.0796
-32.395	-34.1167
-32.0537	-34.1897
-31.7175	-34.2698
-31.3921	-34.3275
-31.0539	-34.3565
-30.6994	-34.3702
-30.35	-34.3985
-30.0221	-34.4564
-29.699	-34.5107
-29.3299	-34.5151
-28.8727	-34.4536
-28.3371	-34.3351
-27.7825	-34.1909
-27.2775	-34.0577
-26.8487	-33.9425
-26.4764	-33.8364
-26.1471	-33.7451
-25.877	-33.6862
-25.6744	-33.6663
-25.5193	-33.6663
-25.3767	-33.6538
-25.2072	-33.6168
-24.9977	-33.5788
-24.7642	-33.5764
-24.5144	-33.6174
-24.2476	-33.6541
-23.9637	-33.6215
-23.6789	-33.4984
-23.4253	-33.3149
-23.2157	-33.1242
-23.0577	-32.9599
-22.961	-32.8166
-22.9141	-32.6786
-22.9054	-32.5419
-22.9413	-32.4148
-23.027	-32.3134
-23.1545	-32.2475
-23.3071	-32.2187
-23.4716	-32.2342
-23.6583	-32.3082
-23.8972	-32.4521
-24.2073	-32.6637
-24.5796	-32.9232
-24.9831	-33.2064
-25.3831	-33.4959
-25.7689	-33.7807
-26.1564	-34.0525
-26.5628	-34.2981
-26.9962	-34.5018
-27.4566	-34.6519
-27.939	-34.7407
-28.4457	-34.7751
-28.9932	-34.7805
-29.5933	-34.7878
-30.2676	-34.8165
-31.0736	-34.8662
-32.0111	-34.9258
-32.9745	-34.9841
-33.8359	-35.0292
-34.4959	-35.0531
-34.9602	-35.0568
-35.3459	-35.0407
-35.7373	-35.0083
-36.1067	-34.9651
-36.3593	-34.9009
-36.4352	-34.7984
-36.361	-34.6539
-36.2119	-34.4721
-36.0649	-34.268
-35.9562	-34.0593
-35.864	-33.8388
-35.7574	-33.5835
-35.6363	-33.2839
-35.5142	-32.9499
-35.4148	-32.6095
-35.3707	-32.2909
-35.3857	-31.9906
-35.4548	-31.689
-35.6134	-31.3915
-35.8837	-31.1053
-36.2428	-30.8227
-36.6547	-30.5418
-37.0607	-30.2491
-37.4126	-29.927
-37.7071	-29.5842
-37.9481	-29.2419
-38.126	-28.9178
-38.2459	-28.6203
-38.3572	-28.3467
-38.5248	-28.0845
-38.792	-27.8189
-39.168	-27.5501
-39.6082	-27.2974
-40.0385	-27.0723
-40.4136	-26.8648
-40.7274	-26.6581
-41.0057	-26.4411
-41.2959	-26.2179
-41.6274	-26.0081
-41.9858	-25.8265
-42.3401	-25.6716
-42.6679	-25.53
-42.9487	-25.3787
-43.1666	-25.2001
-43.3248	-25.0005
-43.435	-24.8017
-43.5129	-24.6257
-43.5774	-24.4838
-43.6337	-24.3625
-43.6783	-24.2316
-43.7166	-24.0747
-43.7532	-23.8991
-43.7774	-23.7126
-43.7652	-23.5143
-43.6892	-23.3101
-43.5414	-23.1172
-43.3587	-22.9552
-43.1897	-22.8325
-43.0474	-22.735
-42.9218	-22.6452
-42.7917	-22.566
-42.639	-22.5128
-42.48	-22.5002
-42.3428	-22.5338
-42.2303	-22.6048
-42.1348	-22.7049
-42.049	-22.8345
-41.9643	-22.9885
-41.8825	-23.1576
-41.8064	-23.3314
-41.7268	-23.4961
-41.6419	-23.6398
-41.5544	-23.7621
-41.4596	-23.8788
-41.3658	-24.0136
-41.2887	-24.1854
-41.2304	-24.4016
-41.19	-24.6564
-41.1687	-24.9364
-41.1684	-25.2215
-41.1957	-25.4838
-41.2504	-25.715
-41.3127	-25.9409
-41.3628	-26.193
